group_id,user_id,join_date
131,1344,2021-05-26
144,1344,2021-05-14
352,1344,2021-09-09
394,1344,2021-06-18
449,1344,2021-05-29
455,1344,2021-05-11
468,1344,2021-06-12
482,1344,2021-09-05
9,1345,2021-09-18
22,1345,2021-08-12
79,1345,2021-06-02
117,1345,2021-08-12
126,1345,2021-05-24
170,1345,2021-06-02
186,1345,2021-05-18
199,1345,2021-06-16
231,1345,2021-06-15
359,1345,2021-05-30
360,1345,2021-06-24
368,1345,2021-08-22
411,1345,2021-06-02
442,1345,2021-10-08
450,1345,2021-08-14
38,1346,2021-09-28
145,1346,2021-09-14
479,1346,2021-08-16
56,1347,2021-07-29
61,1347,2021-05-24
87,1347,2021-08-19
94,1347,2021-05-16
112,1347,2021-09-17
186,1347,2021-06-10
199,1347,2021-08-07
248,1347,2021-11-06
252,1347,2021-06-21
365,1347,2021-05-17
396,1347,2021-06-22
491,1347,2021-07-21
13,1348,2021-07-06
19,1348,2021-08-02
28,1348,2021-07-02
47,1348,2021-09-07
61,1348,2021-07-27
110,1348,2021-07-10
128,1348,2021-10-29
156,1348,2021-10-11
173,1348,2021-08-03
221,1348,2021-10-08
315,1348,2021-08-26
359,1348,2021-09-02
403,1804,2021-07-12
424,1348,2021-06-27
470,1348,2021-06-22
479,1348,2021-10-12
494,1348,2021-08-27
51,1349,2021-05-17
140,1349,2021-09-26
265,1349,2021-05-12
308,1349,2021-09-27
317,1349,2021-09-13
327,1349,2021-09-17
329,1349,2021-10-22
359,1349,2021-09-09
369,1349,2021-08-21
393,1349,2021-07-15
424,1349,2021-09-25
376,1350,2021-11-06
7,1352,2021-08-14
32,1352,2021-08-21
74,1352,2021-07-30
115,1352,2021-07-16
183,1352,2021-07-19
189,1352,2021-10-16
347,1352,2021-06-20
440,1352,2021-10-27
460,1352,2021-05-31
498,1352,2021-05-29
37,1353,2021-05-26
54,1353,2021-07-13
84,1353,2021-05-19
116,1353,2021-05-23
136,1353,2021-08-24
137,1353,2021-07-31
189,1353,2021-08-15
195,1353,2021-08-28
228,1353,2021-07-23
252,1353,2021-09-10
268,1353,2021-08-13
332,1353,2021-08-07
349,1353,2021-10-26
376,1353,2021-07-16
395,1353,2021-10-03
417,1353,2021-09-04
469,1353,2021-07-20
56,1354,2021-05-31
61,1354,2021-07-19
85,1354,2021-10-20
137,1354,2021-07-03
181,1354,2021-09-07
202,1354,2021-10-25
206,1354,2021-06-21
253,1367,2021-05-15
288,1354,2021-05-16
315,1354,2021-09-06
366,1354,2021-10-15
389,1354,2021-06-04
416,1354,2021-06-17
431,1354,2021-10-16
432,1354,2021-09-14
460,1354,2021-08-30
471,1354,2021-09-28
473,1354,2021-08-16
9,1356,2021-07-29
15,1356,2021-06-01
140,1356,2021-05-26
189,1356,2021-07-29
201,1356,2021-07-08
310,1356,2021-06-01
333,1356,2021-08-26
336,1356,2021-06-03
440,1356,2021-07-13
98,1357,2021-05-15
424,1357,2021-05-17
14,1358,2021-09-07
70,1358,2021-10-19
77,1358,2021-09-03
116,1358,2021-08-01
128,1358,2021-10-09
136,1358,2021-09-25
152,1358,2021-08-09
247,1358,2021-05-13
248,1358,2021-09-03
292,1358,2021-09-17
310,1358,2021-10-08
351,1358,2021-11-07
369,1358,2021-09-04
401,1358,2021-07-25
411,1358,2021-10-20
429,1358,2021-10-09
442,1358,2021-07-18
449,1358,2021-05-17
38,1359,2021-08-10
55,1359,2021-09-28
96,1359,2021-09-30
115,1359,2021-10-13
181,1359,2021-09-20
211,1359,2021-09-19
308,1359,2021-09-26
327,1359,2021-10-30
333,1359,2021-08-13
364,1359,2021-10-04
440,1359,2021-10-21
152,1360,2021-08-20
64,1361,2021-06-08
73,1362,2021-07-13
80,1362,2021-09-06
87,1362,2021-08-29
107,1362,2021-10-31
145,1362,2021-05-29
186,1362,2021-11-08
231,1362,2021-09-30
247,1362,2021-09-09
263,1362,2021-07-28
270,1362,2021-10-03
276,1362,2021-07-23
376,1362,2021-07-01
399,1362,2021-05-18
422,1362,2021-06-24
429,1362,2021-05-17
13,1363,2021-09-04
28,1363,2021-10-22
75,1363,2021-10-20
112,1363,2021-07-26
120,1363,2021-07-18
125,1363,2021-10-17
9,1365,2021-08-02
21,1365,2021-07-30
28,1365,2021-08-07
35,1365,2021-05-25
116,1365,2021-07-22
169,1365,2021-07-30
195,1365,2021-09-29
248,1365,2021-06-04
252,1365,2021-10-03
431,1365,2021-07-13
470,1365,2021-06-30
476,1365,2021-09-06
9,1366,2021-10-20
27,1366,2021-06-26
57,1366,2021-08-01
131,1366,2021-10-03
140,1366,2021-09-02
186,1366,2021-09-12
240,1366,2021-05-17
336,1366,2021-08-30
359,1366,2021-05-15
391,1366,2021-06-18
3,1367,2021-06-17
7,1367,2021-08-20
55,1367,2021-05-19
67,1367,2021-11-05
117,1367,2021-10-25
192,1367,2021-06-10
213,1367,2021-05-30
245,1367,2021-10-13
268,1367,2021-08-15
275,1367,2021-06-08
329,1367,2021-07-27
334,1367,2021-08-12
396,1367,2021-07-04
400,1367,2021-10-03
476,1367,2021-10-13
498,1367,2021-08-07
200,1368,2021-08-13
206,1368,2021-09-22
409,1368,2021-09-22
6,1369,2021-06-24
38,1369,2021-07-21
39,1369,2021-09-08
60,1369,2021-06-20
87,1369,2021-11-08
174,1369,2021-08-18
186,1369,2021-10-23
207,1369,2021-06-28
220,1369,2021-10-01
286,1369,2021-10-12
289,1369,2021-10-09
313,1369,2021-09-23
360,1369,2021-05-26
397,1369,2021-08-15
438,1369,2021-09-17
493,1369,2021-06-06
498,1369,2021-08-13
80,1370,2021-10-16
94,1370,2021-06-05
106,1370,2021-07-19
117,1370,2021-10-20
299,1370,2021-07-10
329,1370,2021-09-10
338,1370,2021-10-03
391,1370,2021-07-27
395,1370,2021-08-21
460,1370,2021-09-28
481,1370,2021-09-03
13,1371,2021-10-25
120,1371,2021-10-31
328,1371,2021-09-19
379,1371,2021-11-09
425,1371,2021-07-18
13,1372,2021-08-21
30,2463,2021-09-18
35,1372,2021-09-06
83,1372,2021-08-31
137,1372,2021-07-18
152,1372,2021-10-23
259,1372,2021-10-20
260,1372,2021-07-15
328,1372,2021-11-08
410,1372,2021-08-10
248,1373,2021-06-30
296,1373,2021-06-05
343,1373,2021-05-28
470,1373,2021-06-12
493,1373,2021-07-19
248,1374,2021-08-25
57,1375,2021-09-09
211,1375,2021-07-28
245,1375,2021-11-09
335,1375,2021-09-14
382,1375,2021-07-23
418,1375,2021-09-24
455,1375,2021-05-31
482,1375,2021-07-01
4,1376,2021-09-02
31,1376,2021-07-26
126,1376,2021-08-13
131,1376,2021-09-26
158,1376,2021-05-27
189,1376,2021-06-29
193,1376,2021-10-16
270,1376,2021-07-19
391,1376,2021-08-03
423,1376,2021-06-15
444,1376,2021-09-02
449,1376,2021-11-04
460,1376,2021-08-19
476,1376,2021-10-24
494,1376,2021-06-18
57,1377,2021-09-05
386,1377,2021-09-03
473,1377,2021-08-11
4,1378,2021-11-01
39,1378,2021-06-22
145,1378,2021-08-05
270,1378,2021-07-26
286,1378,2021-06-07
309,1378,2021-06-30
316,1378,2021-10-10
57,1379,2021-09-13
92,1379,2021-07-18
129,1379,2021-10-08
231,1379,2021-05-26
250,1379,2021-07-16
313,1379,2021-06-22
437,1379,2021-06-14
454,1379,2021-06-09
476,1379,2021-06-24
162,1380,2021-07-09
195,1380,2021-11-08
252,1380,2021-08-09
273,1380,2021-11-05
343,1380,2021-09-05
366,1380,2021-07-11
369,1380,2021-08-31
397,1380,2021-06-19
424,1380,2021-07-08
468,1380,2021-08-21
20,1381,2021-07-23
72,1381,2021-07-26
261,1381,2021-06-07
272,1381,2021-06-30
279,1381,2021-10-28
333,1381,2021-07-29
411,1381,2021-10-15
482,1382,2021-10-16
55,1383,2021-09-10
94,1383,2021-05-18
126,1383,2021-09-25
136,1383,2021-06-06
137,1383,2021-10-26
142,1383,2021-09-11
158,1383,2021-08-17
161,1383,2021-09-04
171,1383,2021-07-20
186,1383,2021-05-25
211,1383,2021-07-20
308,1383,2021-05-19
344,1383,2021-08-29
359,1383,2021-07-28
17,1384,2021-10-20
296,1384,2021-09-27
70,1385,2021-09-04
85,1385,2021-05-19
175,1385,2021-07-31
210,1385,2021-07-09
214,1385,2021-06-10
245,1385,2021-06-12
266,1385,2021-07-24
454,1385,2021-07-08
65,1386,2021-06-18
116,1387,2021-07-20
128,1387,2021-07-24
186,1387,2021-08-25
322,1387,2021-07-07
379,1387,2021-10-06
395,1387,2021-11-09
400,1387,2021-08-04
431,1387,2021-08-18
460,1387,2021-07-28
17,1388,2021-09-03
28,1388,2021-05-18
37,1388,2021-05-31
47,1388,2021-06-23
83,1388,2021-06-22
85,1388,2021-11-07
140,1388,2021-06-04
180,1388,2021-07-21
193,1388,2021-10-14
329,1388,2021-08-21
338,1388,2021-09-20
340,1388,2021-08-29
453,1388,2021-07-26
14,1389,2021-09-17
56,1389,2021-08-28
87,1389,2021-10-28
96,1389,2021-09-03
125,1389,2021-06-26
158,1389,2021-07-15
272,1389,2021-09-08
286,1389,2021-08-29
340,1389,2021-11-07
351,1389,2021-06-05
391,1389,2021-06-13
422,1389,2021-07-04
454,1389,2021-09-26
460,1389,2021-10-27
478,1389,2021-11-02
449,1390,2021-10-14
20,1391,2021-08-05
308,1391,2021-06-29
77,1392,2021-09-06
100,1392,2021-07-07
131,1392,2021-09-22
293,1392,2021-09-20
369,1392,2021-11-03
400,1392,2021-06-22
417,1392,2021-07-31
472,1392,2021-06-25
95,1393,2021-06-10
193,1393,2021-08-14
329,1393,2021-08-09
424,1393,2021-06-16
455,1393,2021-11-06
106,1394,2021-09-09
221,1394,2021-07-20
228,1394,2021-07-16
273,1394,2021-09-16
316,1394,2021-08-16
338,1394,2021-05-18
397,1394,2021-08-31
419,1394,2021-07-23
438,1394,2021-07-19
490,1394,2021-07-11
94,1395,2021-10-25
100,1395,2021-09-05
132,1395,2021-09-09
7,1396,2021-06-16
68,1396,2021-05-30
80,1396,2021-08-28
90,1396,2021-06-05
121,1396,2021-10-09
195,1396,2021-10-06
289,1396,2021-08-13
316,1396,2021-06-16
396,1396,2021-07-09
416,1396,2021-09-12
449,1396,2021-08-30
460,1396,2021-10-26
136,1397,2021-05-23
137,1397,2021-05-26
140,1397,2021-07-09
214,1397,2021-06-22
270,1397,2021-09-19
311,1397,2021-06-19
318,1397,2021-06-24
359,1397,2021-05-21
391,1397,2021-07-03
410,1397,2021-06-08
12,1398,2021-07-23
35,1398,2021-05-22
279,1398,2021-07-17
112,1399,2021-10-08
337,1399,2021-10-09
63,1400,2021-09-15
85,1400,2021-06-27
87,1400,2021-07-29
145,1400,2021-09-14
158,1400,2021-05-23
193,1400,2021-08-05
209,1400,2021-05-26
243,1400,2021-10-06
260,1400,2021-08-11
285,1400,2021-09-21
311,1400,2021-08-29
382,1400,2021-05-22
464,1400,2021-10-05
496,1400,2021-06-23
9,1401,2021-05-26
142,1401,2021-11-09
461,1401,2021-10-05
77,1402,2021-07-16
182,1402,2021-06-07
316,1402,2021-08-22
340,1402,2021-09-06
391,1402,2021-05-27
388,1403,2021-10-12
9,1404,2021-11-02
32,1404,2021-11-07
34,1404,2021-07-18
156,1404,2021-10-09
163,1404,2021-06-24
261,1404,2021-08-07
276,1404,2021-11-04
381,1404,2021-11-03
394,1404,2021-05-22
401,1404,2021-07-26
472,1404,2021-08-21
244,1405,2021-09-04
473,1406,2021-10-15
132,1407,2021-07-04
140,1407,2021-06-26
171,1407,2021-11-13
417,1407,2021-09-06
434,1407,2021-05-23
470,1407,2021-07-29
112,1408,2021-08-11
115,1408,2021-08-24
217,1408,2021-06-04
241,1408,2021-08-14
276,1408,2021-09-21
290,1408,2021-08-15
344,1408,2021-11-01
366,1408,2021-10-06
388,1408,2021-06-05
401,1408,2021-10-30
429,1408,2021-07-10
120,1409,2021-10-12
85,1410,2021-09-14
88,1410,2021-10-25
276,1410,2021-05-20
448,1410,2021-10-13
15,1411,2021-09-29
38,1411,2021-08-15
61,1411,2021-10-09
116,1411,2021-09-21
152,1411,2021-08-23
201,1411,2021-10-23
293,1411,2021-06-12
328,1411,2021-09-10
7,1412,2021-08-11
87,1412,2021-08-23
94,1412,2021-10-02
99,1412,2021-08-01
118,1412,2021-05-29
131,1412,2021-05-30
161,1412,2021-08-04
188,1412,2021-09-12
210,1412,2021-07-27
282,1412,2021-10-10
410,1412,2021-11-07
431,1412,2021-08-21
13,1414,2021-08-30
37,1414,2021-06-17
62,1414,2021-11-16
63,1414,2021-07-16
113,1414,2021-11-12
156,1414,2021-10-17
182,1414,2021-07-23
183,1414,2021-08-21
273,1414,2021-07-08
279,1414,2021-09-02
327,1414,2021-07-17
336,1414,2021-08-20
381,1414,2021-09-02
402,1414,2021-10-01
334,1415,2021-09-06
57,1416,2021-11-04
67,1416,2021-07-16
173,1416,2021-07-02
199,1416,2021-06-21
205,1416,2021-08-20
242,1416,2021-08-02
283,1416,2021-10-29
314,1416,2021-06-24
376,1416,2021-05-22
377,1416,2021-10-26
438,1416,2021-11-14
488,1416,2021-05-21
227,1417,2021-05-24
311,1417,2021-07-01
436,1417,2021-10-27
444,1417,2021-07-08
152,1418,2021-06-13
387,1418,2021-07-26
7,1419,2021-08-30
57,1419,2021-10-21
84,1419,2021-09-28
94,1419,2021-09-30
102,1419,2021-10-24
131,1419,2021-08-22
159,1419,2021-09-02
175,1419,2021-07-22
193,1419,2021-06-18
213,1419,2021-07-24
310,1419,2021-07-18
340,1419,2021-05-31
376,1419,2021-09-18
395,1419,2021-09-02
424,1419,2021-10-01
444,1419,2021-09-09
96,1420,2021-07-19
369,1420,2021-11-04
57,1421,2021-10-16
80,1421,2021-10-18
85,1421,2021-11-05
140,1421,2021-10-15
151,1421,2021-10-04
156,1421,2021-07-18
333,1421,2021-10-15
376,1421,2021-07-20
404,1421,2021-06-22
449,1421,2021-11-05
91,1422,2021-09-09
102,1422,2021-06-04
129,1422,2021-09-17
150,1422,2021-08-05
202,1422,2021-06-30
227,1422,2021-10-21
248,1422,2021-07-03
266,1422,2021-10-15
315,1422,2021-08-03
366,1422,2021-10-11
438,1422,2021-09-03
448,1422,2021-05-30
481,1422,2021-07-11
496,1422,2021-10-10
223,1425,2021-06-15
396,1425,2021-07-17
440,1425,2021-08-19
277,1426,2021-07-17
56,1427,2021-11-14
91,1427,2021-06-20
201,1427,2021-07-18
213,1427,2021-07-23
245,1427,2021-09-23
272,1427,2021-05-29
278,1427,2021-08-09
31,1428,2021-06-20
400,1428,2021-10-04
51,1429,2021-05-25
57,1429,2021-07-31
65,1429,2021-07-29
80,1429,2021-09-03
83,1429,2021-10-03
94,1429,2021-09-07
104,1429,2021-11-17
144,1429,2021-07-17
186,1429,2021-10-08
254,1429,2021-10-15
273,1429,2021-08-06
286,1429,2021-07-05
311,1429,2021-11-14
315,1429,2021-10-30
347,1429,2021-07-31
385,1429,2021-09-09
394,1429,2021-08-21
429,1429,2021-07-03
258,1430,2021-09-07
263,1430,2021-07-29
299,1430,2021-10-03
333,1430,2021-07-04
441,1430,2021-06-15
472,1430,2021-09-18
20,1431,2021-09-20
180,1432,2021-08-22
189,1432,2021-06-20
199,1432,2021-07-05
308,1432,2021-08-15
342,1432,2021-06-15
407,1432,2021-11-18
410,1432,2021-09-12
455,1432,2021-07-17
468,1432,2021-06-04
84,1433,2021-06-22
95,1433,2021-10-29
122,1433,2021-07-20
43,1434,2021-09-07
180,1434,2021-08-20
275,1434,2021-10-05
349,1434,2021-09-08
430,1434,2021-07-09
29,1435,2021-07-24
59,1435,2021-10-24
94,1435,2021-10-07
110,1435,2021-09-18
137,1435,2021-10-27
171,1435,2021-08-27
320,1435,2021-07-12
416,1435,2021-09-22
496,1435,2021-06-09
41,1436,2021-09-24
48,1436,2021-10-09
63,1437,2021-07-07
136,1437,2021-06-06
162,1437,2021-09-27
215,1437,2021-06-20
231,1437,2021-08-27
293,1437,2021-07-04
328,1437,2021-08-29
359,1437,2021-10-30
417,1437,2021-07-27
442,1437,2021-11-03
449,1437,2021-10-25
478,1437,2021-10-23
10,1438,2021-09-14
84,1438,2021-09-04
193,1438,2021-08-26
216,1438,2021-08-08
260,1438,2021-07-07
342,1438,2021-10-02
411,1438,2021-10-30
61,1439,2021-07-04
70,1439,2021-06-04
112,1439,2021-08-25
154,1439,2021-10-28
199,1439,2021-06-14
202,1439,2021-07-27
232,1439,2021-06-05
252,1439,2021-06-14
254,1439,2021-09-20
276,1439,2021-10-14
335,1439,2021-07-19
359,1439,2021-09-30
400,1439,2021-09-07
479,1439,2021-05-30
482,1439,2021-07-30
42,1440,2021-06-23
43,1440,2021-07-30
67,1440,2021-07-21
102,1440,2021-09-05
156,1440,2021-11-03
173,1440,2021-07-09
211,1440,2021-06-01
232,1440,2021-09-24
311,1440,2021-06-26
327,1440,2021-07-08
334,1440,2021-09-01
376,1440,2021-09-14
460,1440,2021-06-30
493,1440,2021-06-01
37,1441,2021-10-21
42,1441,2021-06-20
115,1441,2021-11-14
166,1441,2021-05-25
202,1441,2021-06-26
232,1441,2021-07-28
254,1441,2021-10-04
298,1441,2021-11-13
320,1441,2021-09-01
351,1441,2021-06-17
431,1441,2021-06-13
460,1441,2021-09-29
462,1441,2021-10-03
469,1441,2021-08-28
486,1441,2021-09-18
210,1442,2021-07-07
254,1442,2021-07-29
316,1442,2021-06-01
336,1442,2021-08-03
492,1442,2021-10-30
71,1443,2021-10-06
75,1443,2021-09-29
79,1443,2021-10-20
107,1443,2021-09-03
116,1443,2021-11-05
137,1443,2021-10-19
199,1443,2021-09-16
221,1443,2021-10-26
244,1443,2021-06-03
249,1443,2021-07-25
275,1443,2021-07-09
352,1443,2021-07-16
399,1443,2021-07-16
413,1443,2021-10-30
328,1444,2021-09-24
369,1444,2021-07-30
416,1444,2021-06-30
112,1445,2021-07-11
126,1445,2021-11-10
188,1445,2021-06-12
200,1445,2021-06-01
244,1445,2021-06-09
327,1445,2021-07-05
390,1445,2021-09-16
416,1445,2021-10-30
438,1445,2021-09-28
459,1445,2021-06-17
480,1445,2021-11-14
496,1445,2021-09-23
117,1446,2021-09-26
138,1446,2021-08-28
195,1446,2021-11-07
248,1446,2021-07-21
391,1446,2021-10-31
416,1446,2021-06-01
429,1446,2021-10-26
126,1447,2021-08-24
136,1447,2021-09-23
54,1448,2021-10-07
55,1448,2021-06-26
57,1448,2021-10-06
165,1448,2021-06-23
205,1448,2021-05-26
273,1448,2021-07-19
275,1448,2021-10-09
281,1448,2021-05-27
293,1448,2021-07-18
390,1448,2021-09-26
401,1448,2021-10-26
436,1448,2021-07-21
439,1448,2021-07-20
478,1448,2021-08-03
56,1449,2021-07-24
76,1449,2021-07-10
7,1450,2021-09-04
57,1450,2021-09-25
166,1450,2021-06-25
273,1450,2021-06-05
382,1450,2021-06-06
417,1450,2021-10-02
11,1451,2021-10-23
92,1451,2021-09-18
94,1451,2021-10-07
112,1451,2021-08-22
152,1451,2021-10-03
174,1451,2021-06-12
215,1451,2021-10-19
249,1451,2021-08-27
293,1451,2021-11-12
311,1451,2021-09-25
379,1451,2021-08-18
38,1452,2021-05-31
83,1452,2021-09-06
84,1452,2021-05-27
90,1452,2021-09-21
94,1452,2021-10-10
158,1452,2021-11-07
174,1452,2021-09-27
177,1452,2021-08-19
188,1452,2021-10-18
208,1452,2021-05-31
214,1452,2021-06-20
431,1452,2021-05-28
61,1453,2021-06-24
96,1453,2021-08-06
115,1453,2021-06-18
199,1453,2021-07-12
202,1453,2021-09-10
211,1453,2021-08-09
213,1453,2021-06-14
316,1453,2021-07-25
468,1453,2021-07-02
484,1453,2021-09-27
500,1453,2021-08-06
107,1454,2021-06-11
116,1454,2021-06-09
332,1454,2021-10-18
91,1455,2021-07-08
164,1455,2021-11-07
186,1455,2021-08-11
210,1455,2021-08-25
263,1455,2021-08-23
272,1455,2021-10-11
280,2386,2021-09-08
293,1455,2021-06-12
300,1455,2021-11-07
333,1455,2021-08-29
400,1455,2021-08-03
436,1455,2021-08-17
457,1455,2021-06-04
464,1455,2021-11-10
12,1456,2021-11-15
56,1456,2021-09-03
113,1456,2021-06-29
144,1456,2021-08-06
276,1456,2021-09-02
311,1456,2021-08-16
368,1456,2021-10-10
419,1456,2021-06-24
460,1456,2021-08-31
231,1457,2021-07-11
90,1458,2021-10-04
145,1458,2021-06-01
207,1458,2021-10-01
409,1458,2021-09-19
59,1459,2021-07-21
66,1459,2021-11-19
91,1459,2021-06-29
96,1459,2021-10-28
206,1459,2021-10-17
260,1459,2021-07-16
313,1459,2021-07-17
352,1459,2021-07-06
379,1459,2021-07-09
396,1459,2021-06-11
410,1459,2021-09-18
455,1459,2021-07-05
479,1459,2021-08-07
495,1459,2021-05-27
441,1460,2021-08-01
164,1461,2021-09-01
7,1462,2021-06-21
70,1462,2021-07-06
75,1462,2021-08-28
77,1462,2021-09-13
206,1462,2021-06-14
209,1462,2021-06-11
216,1462,2021-09-04
254,1462,2021-07-18
300,1462,2021-11-15
313,1462,2021-09-29
318,1462,2021-07-20
329,1462,2021-10-08
340,1462,2021-08-17
346,1462,2021-05-30
382,1462,2021-09-16
67,1463,2021-08-05
83,1463,2021-11-17
117,1463,2021-08-29
180,1463,2021-07-07
272,1463,2021-05-27
91,1464,2021-09-25
360,1464,2021-10-07
381,1465,2021-07-15
61,1466,2021-09-02
187,1467,2021-08-01
37,1469,2021-07-14
87,1469,2021-08-24
136,1469,2021-11-09
244,1469,2021-10-08
257,1469,2021-09-10
259,1469,2021-10-16
281,1469,2021-06-02
286,1469,2021-11-11
364,1469,2021-09-20
386,1469,2021-09-18
431,1469,2021-08-27
436,1469,2021-09-28
193,1470,2021-07-01
339,1470,2021-09-24
311,1471,2021-06-20
317,1471,2021-06-28
54,1472,2021-09-26
62,1472,2021-10-22
64,1472,2021-08-25
87,1472,2021-10-31
90,1472,2021-08-16
121,1472,2021-08-23
128,1472,2021-10-23
144,1472,2021-07-21
200,1472,2021-07-26
256,1472,2021-06-09
299,1472,2021-09-30
310,1472,2021-11-01
315,1472,2021-09-25
453,1472,2021-08-03
7,1473,2021-09-06
9,1473,2021-11-19
43,1473,2021-11-17
67,1473,2021-09-09
90,1473,2021-10-14
108,2459,2021-09-17
145,1473,2021-09-23
173,1473,2021-10-19
180,1473,2021-10-01
211,1473,2021-06-14
223,1473,2021-11-03
411,1473,2021-07-01
494,1473,2021-07-15
34,1475,2021-08-22
171,1475,2021-08-21
186,1475,2021-11-05
215,1475,2021-08-11
273,1475,2021-07-08
286,1475,2021-10-18
333,1475,2021-10-26
360,1475,2021-11-13
379,1475,2021-07-30
391,1475,2021-11-17
442,1475,2021-07-12
460,1475,2021-06-14
13,1476,2021-09-12
48,1476,2021-10-03
128,1476,2021-10-07
145,1476,2021-08-06
198,1476,2021-08-30
215,1476,2021-07-17
273,1476,2021-08-30
281,1476,2021-06-15
286,1476,2021-09-13
365,1476,2021-06-06
370,1476,2021-06-05
376,1476,2021-06-09
379,1476,2021-06-07
382,1476,2021-08-21
440,1476,2021-10-11
469,1476,2021-09-24
40,1477,2021-10-15
79,1477,2021-08-25
216,1477,2021-07-19
272,1477,2021-06-25
281,1477,2021-10-14
351,1477,2021-11-06
376,1477,2021-08-25
400,1477,2021-08-01
448,1477,2021-07-08
480,1477,2021-06-23
37,1478,2021-11-17
102,1478,2021-10-19
145,1478,2021-10-08
370,1478,2021-09-27
7,1479,2021-09-20
54,1479,2021-08-17
95,1479,2021-06-15
195,1479,2021-10-17
210,1479,2021-11-23
247,1479,2021-08-06
273,1479,2021-08-15
407,1479,2021-07-02
411,1479,2021-11-15
495,1479,2021-09-03
158,1480,2021-10-13
112,1481,2021-08-30
122,1481,2021-08-27
145,1481,2021-09-10
193,1481,2021-09-06
340,1481,2021-11-08
468,1481,2021-10-15
472,1481,2021-07-16
476,1481,2021-10-26
479,1481,2021-11-12
481,1481,2021-10-12
494,1481,2021-10-27
9,1482,2021-09-24
29,1482,2021-11-18
59,1482,2021-06-12
117,1482,2021-09-19
160,1482,2021-09-06
166,1482,2021-11-14
193,1482,2021-06-23
247,1482,2021-10-09
263,1482,2021-06-16
289,1482,2021-09-29
316,1482,2021-11-12
342,1482,2021-08-06
351,1482,2021-11-04
356,1482,2021-08-24
390,1482,2021-09-07
411,1482,2021-06-04
416,1482,2021-09-05
441,1482,2021-06-26
478,1482,2021-07-29
500,1482,2021-06-08
404,1483,2021-11-23
59,1484,2021-09-14
65,1484,2021-08-06
66,1484,2021-11-08
120,1484,2021-07-06
121,1484,2021-08-29
150,1484,2021-09-20
183,1484,2021-07-09
228,1484,2021-07-24
275,1484,2021-08-18
364,1484,2021-09-10
382,1484,2021-06-21
440,1484,2021-10-29
87,1485,2021-09-27
162,1485,2021-09-21
214,1485,2021-06-01
257,1485,2021-10-21
369,1485,2021-10-12
382,1485,2021-10-02
440,1485,2021-06-09
92,1486,2021-07-07
237,1486,2021-06-19
454,1487,2021-08-31
51,1488,2021-06-28
61,1488,2021-11-13
96,1488,2021-06-22
166,1488,2021-08-18
179,1488,2021-06-10
240,1488,2021-11-18
328,1488,2021-07-10
345,1488,2021-08-11
413,1488,2021-08-06
478,1488,2021-08-17
495,1488,2021-07-28
117,1489,2021-10-16
354,1489,2021-06-18
20,1490,2021-07-26
79,1490,2021-09-16
129,1490,2021-06-19
200,1490,2021-10-20
261,1490,2021-08-09
272,1490,2021-10-08
308,1490,2021-06-25
328,1490,2021-06-22
410,1490,2021-11-26
454,1490,2021-09-23
457,1490,2021-07-18
140,1491,2021-07-24
289,1491,2021-06-04
315,1491,2021-08-28
329,1491,2021-11-21
427,1491,2021-06-15
429,1491,2021-08-24
441,1491,2021-11-24
480,1491,2021-08-30
481,1491,2021-10-15
475,1492,2021-10-09
318,1493,2021-09-30
359,1493,2021-10-15
37,1494,2021-08-10
333,1494,2021-06-16
498,1494,2021-11-22
7,1495,2021-10-31
133,2648,2021-10-11
149,1495,2021-11-18
177,1495,2021-09-04
250,1495,2021-09-30
369,1495,2021-06-26
402,1495,2021-05-31
424,1495,2021-07-16
436,1495,2021-06-07
227,1496,2021-06-29
145,1497,2021-07-05
13,1498,2021-09-21
192,1498,2021-10-22
206,1498,2021-11-14
248,1498,2021-08-30
298,1498,2021-06-23
318,1498,2021-10-11
333,1498,2021-07-24
334,1498,2021-08-12
335,1498,2021-10-02
468,1498,2021-11-16
492,1498,2021-09-07
500,1498,2021-09-12
28,1499,2021-07-08
115,1499,2021-07-06
232,1499,2021-07-08
48,1500,2021-09-09
65,1500,2021-06-14
87,1500,2021-07-10
99,1500,2021-11-08
122,1500,2021-08-17
152,1500,2021-09-30
266,1500,2021-06-23
363,1500,2021-08-03
397,1500,2021-10-02
66,1501,2021-08-20
258,1501,2021-06-09
500,1501,2021-09-17
49,1502,2021-07-06
74,1502,2021-07-31
79,1502,2021-11-24
147,1502,2021-06-27
206,1502,2021-06-04
231,1502,2021-10-02
243,1502,2021-10-24
246,1502,2021-06-07
247,1502,2021-10-03
299,1502,2021-10-26
333,1502,2021-11-17
338,1502,2021-10-10
339,1502,2021-11-26
414,1717,2021-07-01
416,1502,2021-10-18
424,1502,2021-09-06
122,1503,2021-09-02
339,1503,2021-11-24
369,1503,2021-07-18
64,1504,2021-10-01
67,1504,2021-09-23
80,1504,2021-11-03
159,1504,2021-09-15
240,1504,2021-10-15
263,1504,2021-07-14
272,1504,2021-08-10
297,1504,2021-09-16
311,1504,2021-06-20
315,1504,2021-09-23
364,1504,2021-09-21
404,1504,2021-08-09
417,1504,2021-10-10
470,1504,2021-09-01
393,1505,2021-06-09
9,1506,2021-10-15
140,1506,2021-06-20
276,1506,2021-11-22
309,1506,2021-10-27
343,1506,2021-06-18
391,1506,2021-09-06
401,1506,2021-09-02
439,1506,2021-10-18
