post_id,text,activity_id,photo_id
2253,AXkMIqv7UP8wvvH2nwxHQ,,817
2254,uJRd,,818
2255,BEOD6hfs,,
2256,nvVZ2ePukxJTJM1Wn,,
2257,O93n1JValPu45gVn4Q682lTRmlkX,,
2258,B3wKl415mIXtr0gIcOEDLI3bYMl,92,819
2259,G48Sijzq,116,820
2260,DCbnPrG6IFO1P7ncdvLxu,,821
2261,qqUNXAZXH48pvE0E6Uzjo,,
2262,TsGicP5kFVJtKtDAWZ3fxkBeb,,822
2263,q5vo2QdwewaUQfzrYx,,823
2264,IhOqMxdHXD5koE4c3vZp2BkTe,,
2265,OX,,
2266,6D,41,824
2267,TUXL,,825
2268,tCfQi3g8rlVg,,
2269,GlZVM9yr,,
2270,gqpmZwwgSSLOrzLOq,,
2271,Pk7PHDmcdtOmOBDEzE,,
2272,MYT7XXdtAtOwXS,,
2273,TIG2xdM0K9EPOpQtV,,
2274,U9k5MFM,,826
2275,QIr,,
2276,J0ZpPerE1mMqlbmaVr4deK,,827
2277,09ZLemqQOnb,71,
2278,VxzAjbQxlJdz,,828
2279,ejVbBHyAqBCaRXG,4,829
2280,eALaY8unXwpRZO,,
2281,EXgjbISV0nXpf,315,
2282,Jp7yL9at,,830
2283,uiFUPrtH0jFeS,,
2284,F9K3l2fVdFCq,,
2285,KwnJJa4ks,,
2286,JcWDUjlGZq5Ep2yP,,831
2287,34rW24KE,,832
2288,1ZJ3plC0CttB1t,,833
2289,2H,,
2290,JO56e25XBOg8AIZhWw1cI,359,
2291,uo,,834
2292,FxIV0NzKh1CNzBxjYcC0smAfef,,
2293,dvELl96biCOxxnq,,
2294,qQyHlNC7qXTwyFYUMp,,
2295,Trte1Khd4LaxuljukzWbJr,119,835
2296,mTBC9blrCcw4SxX89Rr5k2Ye,,
2297,EHacwZq2zm0GE7AIifXsFKqQIdo4,,
2298,NjF7jMWjFNxayMQIuYC38udaltcz,108,836
2299,eVheApuK8j44VjfHmpUaPWOVM,,
2300,fIkTAz,,837
2301,8bZl1xFN5CJXXfQSs,107,838
2302,9ZzNLt0Wax,,
2303,Ls21XvEhABilf98wMQ2IM9,,
2304,CC7TSl9,,
2305,A5AMQZMGKiIMWyuT5aUr,,839
2306,xiHHvmr0YV,,840
2307,1JLjgUr9e,,
2308,eUsURWd,51,841
2309,QdgEqrQ6qg1WRaEj7oo,,
2310,tt5baAHr0mpbqgYF3,,
2311,zrtFx9UwxBWzVCs0ij,163,842
2312,m4AVBBQoSokMgf5uI,,
2313,DN50,,
2314,Yej9qy5qb2Ul,,
2315,ElqhMFXJ99bWSBxUCu,154,843
2316,X9RPzVg2kwAY3eY0Sf,226,844
2317,bD9vLGT,144,
2318,5jAXmlWN3fNGaZQfjYm2se11x,211,
2319,VSmoPIIQRY70pSFcn3ldH,,
2320,fjBpE6bxnCzlWJWB0dFKL8,,
2321,JhS,362,
2322,SJpKsV8yLm5gHeGm,,
2323,JlWQdov8sNRBJOtY,,
2324,3eHQXggMehrpIrJwN5rkTR7q,,
2325,dj7tXhZmFjAe,72,
2326,sqZlklfIbuLGibCy6,290,845
2327,SNoVF1yiKrY7o,,
2328,UC,,846
2329,KOiOf,59,
2330,yvNpxcX,,
2331,yvYSRnvJn6wzgF0,203,847
2332,e4J7RLkSflmG7Dapm411ZYMWlRHfv,,
2333,4dcqKYBnQNUm3w3,,
2334,9mxfmI,101,
2335,abo,313,848
2336,lKL5vyt7RQYx,,
2337,JZtEpQkb0,53,
2338,wFON8kbKUlJ2xjhS7Hskh,,
2339,BldiI655UDbEpsxquDiv,149,849
2340,QTgIJ5tjGttTPS6pDr3XY5q6FD,43,850
2341,zrgVNJHs4fKBGXRuWXmSZbGDIz,245,851
2342,gWfuO4Y7ncL44bfq,,
2343,sQnxjH1I3DbRUnvtlNLcxvFP3w,,
2344,zoYfJPusIMurolKRfiPXi,154,852
2345,pjtkiAtij5viyg2OKbIcAY2,,853
2346,FW9MhkG31pEL3RQ5sq42,,854
2347,3Osa0wOW0HfC0W5F7tqIhMpe2,,
2348,LZ8UAv1JPQSETwZCDZRHqepD,138,
2349,4CK,,
2350,T7wl,,
2351,GeI,,
2352,taLHqdoz7Pz9oM24y1nUA10N,,855
2353,85,298,
2354,Sl26pmDaxg6Ut2ZdD1TuIr,,
2355,6QS,,
2356,EYVbBoziRj0Vj5okfrTgcMVVF,,856
2357,aeDr6cuAQPj7nKmfd,,
2358,48AeeLFFrM,,
2359,1dXDhypL021z45X5n,,
2360,JofUULg2rQDN9pUnhBy,474,
2361,OxxMlVL9nrgaSVXaZFzYamnz,,
2362,BmfVtjwR0JzkPiV4FBm,,857
2363,7Nd62KmyfsS22ynfm,247,858
2364,xYS,,
2365,viAifCGuReDUdz,129,
2366,iL16m,24,
2367,CE7WNavb,,859
2368,E2LtquqR7bSiMSZfNG8CML,,
2369,v6SGlQ87kS9eMfKPsA,,
2370,9hRk9y3g,,860
2371,Z8N1ESrEBNpd5N,295,
2372,Ztzz,,
2373,BtzOpTntmSi1hfZFSYwJ1itpzS,,861
2374,UqvxMFvsaNi9rfqBEHc,,862
2375,BDo,7,863
2376,5lODzbMhaPIA20,,
2377,Q1IZXX076CgYfH0AdHp,280,864
2378,3FsUCj8yxLY828v,195,
2379,7BY,,865
2380,a3Ddz3l4jA88,192,866
2381,pAuWa3y2Q,,
2382,QLxFvQtj6,,
2383,mu1Q3o0EF,,
2384,k1Lj3QtKz9pg,,
2385,eYD6bYChJyFPawObgeK0dyeBRnx,,
2386,Vv7ocvzOZ3kEEKL3ZoAHfd9HYYiM,124,867
2387,AWje3SxpT6,,868
2388,EX6zUcEnZ,71,
2389,r6ubL8WnWLamqiaOi5UWt5HvL9,,869
2390,hQFhvjZqg4N6pCHgNpsaR0qp,,870
2391,lxidgCU7hHjfEpkhgILAbuf,,
2392,4dOYduEaJM2nDy5RM5GA,,
2393,q7MfP,,871
2394,PSPJwJS,30,872
2395,y9KpXpXc,,
2396,QcJHjdRF,330,873
2397,wk1W7NwoWpvBKVRjB,,874
2398,vzLvO1dcIWKr,,
2399,ozcnE2dgFMm2ocMvXOeyYvgjjcxN,,
2400,iogfZEA,168,875
2401,3uOMOVy57,,876
2402,AdWu,,
2403,FWcuYW4,455,877
2404,UuK1oBnkOazdRLij7oPKJoCd,273,878
2405,AvkGubSqgT,,879
2406,ARRS7G,,
2407,CCyWDCm5keaZYFLOAaUaVDMrgPC7P,,880
2408,nl7BqIjzj0Kxbosm0eczFxfSO,,
2409,zQf,,
2410,ohM3JgDYDmPhUZwhBWqjumWowRg,,
2411,uR6Ih2h7KCaN8ldEp5CXIvUeVbLkW,,
2412,cLKaR1jeCZkwAYXVpuOACf8my,,
2413,6v5vYugC6EYvGhL,,
2414,9DK0FJ,91,
2415,CtMK2E8MZe6kn5ZdYaf5ErWhta45e,391,881
2416,x6n64,159,
2417,HkmBxkgis7aHF3qaW5DpvYmLvJbu,,
2418,LNPaYmtQeYjhmOdlR6bQ8grTH,50,
2419,4Fjtdg9SuUWD4HUxed,115,882
2420,iPnN1V5Q0,,
2421,IJ,205,
2422,Y6NhxzYv3YIkX2200VmRcrG,402,883
2423,1eTjerejNMcP,,884
2424,PDtQSvX7L,,
2425,aCD4LJi4,,885
2426,p1bZU40,300,886
2427,0PhwUlw1MsVbGz,,
2428,qBp66uVPIKM,,
2429,Y8xWZPZFfOKzDyMGYm6yvFLvI7Nx,,887
2430,FL2YbV10Hh,,888
2431,49mI4V8vjFM,,889
2432,7Feim3i27DkLO07ZC8m7aJWyb,305,890
2433,JLi,,891
2434,CurWfC6VZ3pciwckesMvPnTykXB,,
2435,3ji2,27,892
2436,gjGeBmZoaB,,893
2437,j2sbMRXyUz,446,894
2438,G7zRxmLxyHDoaBSWm0Bck0QsVU,,
2439,apLe1RvrkVHb7W,150,
2440,p0yj1Bxl,,
2441,SjLNNRZYhSNjpcD,,
2442,dpcrcYy9DU2AGO2jdXg5kVWsZZZ,,
2443,m7aTV9R6R0Meou7PHu3sh6,,895
2444,ho5bULXV3a7lsN7q5,,
2445,SlAMg4o8VHwk0aUve2q,,
2446,w9xqnllTcXdAramOJVTQher,,
2447,VohsDIlaycthAI4qlSvYJhnR,,896
2448,mpwanXcHGjcWwYsx0Gayip314,,897
2449,ZLTX9O9asHzYrcUw1botKTKXo,7,
2450,9Nxv6YOGLyb,,
2451,hGZAGz5gPurz2FaJi15CwiD9,,
2452,1PviEN9bEK,,898
2453,bFUmYYNx0oRpUwyy3maV4d6bXl,,899
2454,nfmHmURfUr9jvY3mJ95MaNjSL1p,,
2455,RFkdPqj40lUrlEIqA,,
2456,PzbBlWIiSveqeV6zxdrgbFGe8KPRx,,
2457,sfsCfvjHFm2A9tIZhn6V,,900
2458,0tR,203,
2459,KGWcgNWu60jfnO,,
2460,bi6u69bJwU20OZyMP9e,,901
2461,6gqFkTpXs6M7paVtucb3L0,37,902
2462,AZeubwNj4yPYDWfTF83gesQx,,
2463,ziSmA,,
2464,niDeZ0sb20vZe,25,903
2465,8OERmlrMVQXUl1t5zw65f6pRAz0b,,904
2466,NZUTUHuSUrRUg1vta,157,905
2467,DkRPRyCrrhUMNTUkKMzJ6J6NP,311,906
2468,SCirgoMk1,,
2469,HCYp6EUNEgvFQhsLvlU46T1l,,
2470,RYCvwNcYYhyA39fnRl3eNJjwuMN,,
2471,detgIetQNO,281,907
2472,ugO9Muq8,,
2473,F6OvrQTxubp4Axc939RZ9ppL,,908
2474,MT2ptA6d7zAgpVVphV88CX,,
2475,Ac7CKx2gEcQ,,
2476,wE7C8otj0lhESyRqzEv0,,909
2477,zzHd04ItOcmlDOFaVyB6W66C75XAc,,910
2478,PL5m5ohhXIcYHYofhVv3dhS,,
2479,RGx,,
2480,UbEZNmcIF2m,,911
2481,W2d4LEgoAu,,
2482,gup63eqAtUba,,
2483,5Dt7YkKjw,,912
2484,kH54Bri1HxgaJ4uvJ,,
2485,lDthifqS9AKEGWTHtZ,,
2486,mlInGRMOo,,
2487,1uqj9XhEqGSl4EZI,,913
2488,RW0zdtVfSRTtd516uIHVkJIzjard,157,
2489,x1mj5a,11,914
2490,Duq8D6MFXMB,,
2491,WBQrP0i6l,,
2492,VDlVHaWAJWhJmIuegeOv4m,40,
2493,9ONXyyKoRkmB9P2hFU7ZuwobTdGW,,
2494,GDh3MSu,,915
2495,yGJF5H1YjNEO9snwCs,,
2496,XyZgJS3ra8ozi,,
2497,CkqS6XDDozyrPhSpI,,916
2498,lkcaP7Pwog8Ijs,,917
2499,0Dg6It4,,918
2500,3nix518WMCB1,,
2501,T6bDXPjShQvdcYIx4NEZqVE,,
2502,llMFZqwHRy6FcDiGuBB,292,919
2503,m642kgPha,,
2504,yL3VJ7r0dqSrehoxKTO6qUV,,
2505,egHXg5tkt9dDSig4nSYQ6iuG,,920
2506,xP3hXilFismSP8,,
2507,ynpE3NUi97gHpU26X,,921
2508,hZOevlxDyT1JTK,,
2509,NpCs,132,
2510,BMwHaO0pPYCGbcuoOL,96,
2511,Bs4nbNONbUsWdITU05m9Lih6KPXv,,
2512,WH,,922
2513,5cS,,
2514,UVBAs8cAq3TI9q3btsQx4hKnimW,,
2515,LOJKBukBgE6pdtb,,
2516,3K8qPpQGPHikeit3NgU6AH,,923
2517,FFc3EBJlIuX15y0ZX5PYBZzpy,350,924
2518,JZA96gtlwGUMmUUf6LefqaMJeoI,,
2519,YFP5DEIt7tfbu,283,925
2520,XBlfouJO6oJ7kH7Bu8hVz,190,926
2521,YYPVSk8CUOTT0Pn8WK,,
2522,Ot21IQGjd3ph744u0wW5,,
2523,TTkDGquqEtDhvt3ew04wb9J,,
2524,hY2hAfwjP9eAwtnsizG0ekzlBnTAv,446,927
2525,23AxNJKroPN,,
2526,nEzpYFsvzMkZ1,,928
2527,CzQ5Y3BzZNmEyFig43yGghgW,,929
2528,o801L3AlmxtsW0qCvR2hBO,,
2529,OYv,,
2530,wT8ugyMNTr9sPn6bFbYH09QlJd,454,930
2531,y1z,107,
2532,vPxn0iPmZyfWGfdSePC,,
2533,9YWfVTGWNue78aQxkXLIjuBw,,
2534,fNtcVJDeVm,,931
2535,9zIiNyWC47mtbpjjfwUUA,,
2536,1Q5Z4rE3lwkVxjI,,932
2537,M8uT3LTgM,,
2538,uwQQHPDj,,
2539,FJX0,73,933
2540,IKXEqjwdQM1xb,,934
2541,PTdrTiVkImYKRRdon01SzjM3cv,,935
2542,ey3za2JvjoStxl8ID45K2x,215,
2543,xSqJCA2TifYunl6j5Ryz42z,342,936
2544,vxknaAqvuQ16b57xPHURcOO5,,937
2545,6lAP2P8xoxOvpiYJerabkWE,,938
2546,9wu48837l2N,,939
2547,4ZCQPr,,940
2548,9aKxrtp8KlwDGkvFX,,941
2549,6R,165,
2550,UNuhnfDnYDBEI0haqIy3cHDbC,,
2551,Z3fHtxt,,942
2552,m1,,
2553,5xkYJw6,132,943
2554,OGxSBA9coZ7S2tg,,944
2555,u8Sut0cJjVW8bHWMfVaexMbJpDb,,
2556,CifTs,,
2557,ys60P9WXSsL2o,,945
2558,eM93FzR2YSPzLw7dEN8CAGMOX,,946
2559,2T3LS,,
2560,Xjr5oK8ILvK,190,947
2561,gpkqPZJ2sgvhSP,191,
2562,9f3rBwAOF2nLKbIPdWcYU,46,
2563,JOuEQ2fm9rSmJxM,,
2564,emKklZD8E3m,,
2565,3N39A1Tgqvq5eDyxlAtjR20VeZJll,,
2566,TqTwyAfLD0,395,948
2567,u2wUALw5mhw,,
2568,aCIZCGdw4VDSPpY,,
2569,pp3t42P,124,949
2570,FSi0sPhFvFry9eBqI8ZuuVuBUxbhx,,
2571,GoVzFV0vRaT,,950
2572,neCbCQlOn,,
2573,IKhqc1sU8jzB5FiVi1Zq9Yn,,
2574,VQtliw3ukqLDtNP,307,951
2575,TM7KcpTlJiINAe2KQhXEmy9aO,,952
2576,E4LBafxAg,,
2577,m9EF2vIxvaUcoORlgdfctWK8S,,
2578,es6bbCBoFx5l9a9tHyp04v1c3,,
2579,HOsp0Wknzzeze7EJ,,
2580,Ot0b8OhzkLeL3pXYn2EEcZx9ocD9,266,953
2581,8XmaMglqcfSNuMwo3djdNFIrxx2dK,,954
2582,SimEKa9M2Un9MpTb,,
2583,N2u1XuhrHDwGU1Y9o3nujhb,,
2584,5ghDCGuDpHjTY,,955
2585,QdIVWrUbb65,,
2586,mQvtNLH,164,
2587,OS,,
2588,eKytyVDBU1y0PLcDSx,,
2589,fNOXQHLxqL,,956
2590,lFguJYbQUqo7pZTamLieW530SitR,,
2591,m2GOiyCYDArbJ3WwiFAAAuWZ,,
2592,n7fufHVK0JZmbZcXLv1si8,,
2593,UP2,,
2594,U8YR6vcOFccRGi,,957
2595,gzcolbY2Z0CenefgkSlvr4PF9UOw,,
2596,LHJX5Vq93BNxnq2LPI,,
2597,byufx5ldkmOoLzhLMu1v,,958
2598,dWuhnBuX2rnIbuZZNLFMK2XE,,
2599,tdvglXuN9YYld5Kre8Rtnq5N2,,
2600,McBmTiAU,172,959
2601,nIJNis6syg8j,,
2602,eY8mgqsBabZ8zfqNCv6Mtm8ix6cu,,
2603,mHcguiuqb,,
2604,0i,,
2605,mNo8bPjKWwg4qrSHOuSs9GmaKm,,
2606,zuRt8RdpvCT8c,66,960
2607,eJc09eQEjpxkNv3WnV11X6E,,
2608,Kc8RPShpSQYWV8205mhLvsb1HK,,
2609,y0OUDexoExkzDF5gFLwSCTK,,961
2610,Ddq2lNmy0pC6hcCnMTE3,,
2611,ntyfBpWV0KwiN5,,
2612,8Id55tu4dctoY,202,
2613,0JIiSbwbG9tdRtJBsx,,962
2614,cSDvYwgm2rTL5lxKHNDP6n,,963
2615,s5Ci7m2Fx,,964
2616,s6S2skpNPZE3,40,965
2617,uE,,966
2618,kyWHywTowY4ptLnzJIGq4wE,10,967
2619,F60x8sO,266,968
2620,IO,,
2621,SWxBk24izg20eQIRSNXhfifolWpK,,969
2622,yvjSFu1geJqCG2Mi9unNH,,
2623,QgyZQaEz6A3DWEhly9vTP7daM,173,970
2624,gih5HPITOjen13oA5p,33,971
2625,7B9ckNO7EqmeXVgrxsfBuoBIM7,162,972
2626,OC4tle5q1BdHZ065r5,235,
2627,NmMQ,27,973
2628,QEWHVesYXNh2HL8N,153,
2629,Gl2qyCX58DfmqHcTwAXF,,974
2630,978bWuU75Icjtb6ftE4gi6Lt,175,
2631,kY86rj3ByQedFv,,975
2632,MK6IJTRkQ26,153,976
2633,2wcOvHoB9snsAefQUO5,,
2634,NUeeFoHhQ3bfdWXW,,
2635,2vHEZ3Sji0koPDJh5,,
2636,9KdV4FYZ8ID5ILOGNyxXFzUcilZwG,,
2637,NshNah,,977
2638,CpUWY9tiy3,,
2639,DaARQQ81xJgc6nrqfeRFJ,,
2640,oVMWT2,,
2641,bA8wNUSsuH,,
2642,6bIDz,,
2643,7II8834DvrsIiYE4y6Unn69nDiBU,187,978
2644,UWaSLaJRuv67FFuOggFcqIUVRhgj,,
2645,bFPSzRR2mwq0KwTY,298,979
2646,DVYxynppRMjQ5K,,
2647,JbahOGMcZY,446,
2648,UBU5mIkWVAuU5kzshfIE9SItZHhb,,
2649,YxdGlCnmu0u,,980
2650,7x,,
2651,CJNvDLJbV,,
2652,CMTmUsJGxOTYT1S34egXixJSMCewn,,
2653,jfKushnbq0RL7,194,
2654,skifR,167,
2655,P6NtW91F7jOH1wqSCnS3nfg2uC,,
2656,pCnqHZaEU8JHj,,
2657,3GN2rplF6FhFw5cf,178,981
2658,CyyCqCuCfgOGWoZ1zwz,176,982
2659,pPsm9AccCsXttvJEE,378,983
2660,awysv7MuCa,,984
2661,x2PGPHsTWc,,985
2662,Dz,16,
2663,iN,488,986
2664,Vhx,,
2665,IJq0Pum5Dtcsuz4GkVvYzsRaI6CFo,,987
2666,tOXvLXyZb3TqFhnfULUpWQeOLHH,423,988
2667,qneCDyeOTI8dT4ts,,989
2668,j3BJTsHeuiWz,,
2669,Bv,,990
2670,MmIqNLURK6ruoK0CsO6wJ,,991
2671,wLJc8zhtGgRLFXNry,,
2672,RMnnlTL8TwaRekbW,,992
2673,3xRAjSPgHq2XJGS5fVo6xZcCfH5VC,,
2674,ms4DCoX7O5qTnnSK,,
2675,S0j,,
2676,PCmoucsOyv4bYjVgcd,,993
2677,Uf59PatYVuf2sP,,
2678,1E34j8,,
2679,CEtXAiFWV5AXXBcOMoDv2AMX9G,,994
2680,DLvFW9Idgcpit5Vf4Cs7TNU5DcIM,,
2681,AB1IvRt1,83,995
2682,s5T0tgrskaEUHbVXrm3agUf1,138,996
2683,dC2tQ8w6jC9V270eGljrK8HxQIn,,
2684,cTyjVsq8MHiFEgS,461,
2685,irwMIpE6xxLUBdAmgcSitFh,,997
2686,URnyIWR8BZ1BmdPa6ggkVmxeyYqW,,998
2687,uwqGmWeEE4lELX,,
2688,Hq3yPw44kHdbT6b7GRzhUpRWLnow,80,
2689,6WpwXfASUd0daw,,
2690,74MTTNe0RMk,14,999
2691,jMAM59lmvLHD3jUX72PDGDBVwwt5L,,1000
2692,o8,,
2693,cNAtYYv6yGxgBWQv0e0GfcTrU5,,
2694,ObInl5jsg,,
2695,BC0l47feBP69dg,,
2696,4dZmMx3V5e6EqeikVVZIsQuaZ71,,1001
2697,GRK7ISTAypjnVWXf8yT1OEeHVycO,298,1002
2698,wViZRsOEQO8cM,253,1003
2699,gZaYUgh25o4mpKrt,,
2700,xZvmyjPoaP,,
2701,OMensgAGO8IMhgE0GvUIG9B3WsDUP,404,
2702,OukGHfq3vqVo9r3iICj,81,1004
2703,GwJ,,
2704,jWThGbOArIl6,,1005
2705,w2OH4GU2R,,1006
2706,6taKdpbJJ,159,1007
2707,kVeO9rYi,240,1008
2708,DKPKjVQS2ioy8jqi191FVtZPNII,138,
2709,6QdSPgq2ZrLCqjJ2hFhyniv,,
2710,PnL5,267,1009
2711,ZzR8IeU9Xj3RXxdS3YQpVswYw,315,1010
2712,UnVMyg8,,1011
2713,JFJKAmkyghgCX4WYqALF1aCD,,1012
2714,lOgbqSU2GM1uwiIqze,,
2715,PWiNbtGvqvYn7mSpeZs1hUWY,,
2716,vryW8lszA5c,,
2717,ol7vHi5TFmN9RwdkY6LU74PiDMZK,,
2718,PBW9QLHmk,408,
2719,YIQZg09xtq7DA,323,1013
2720,B5fk6PpHJMnzyD,,
2721,Z9rnuty1p30C93ciFeiQOqxW,,
2722,GByptZRYRQVS4p,391,
2723,PNc0wewbAmCH4InZ21F,207,1014
2724,lXs1Pz,,
2725,CBCq9tmv4,,
2726,d9C0y,,
2727,H0yl,410,
2728,x2NiCoVveUfnl73SPN39hqtZ,,
2729,JObEiSrFOhAvYhWpP92fCco,,1015
2730,NVa,,
2731,sG,,1016
2732,Z09avVKdBi01saz4okrRyGMbAg,,
2733,l318XtST6Is,48,1017
2734,k6O,,
2735,31G,,
2736,oKksn3f3A4Tt3,275,1018
2737,Vxs43AxICCgYgKs,243,
2738,Bw,173,1019
2739,o67,,1020
2740,hWUQdSTojuS,,1021
2741,OQOvky,140,1022
2742,ZllAGm8c7Ll2JWymFL2Zx1t7M4,,
2743,QEXpFgwq3SO0LRYdpTkpW,,1023
2744,5OvRYrMgpgrMW3mJ,87,1024
2745,SDvo2MdhNwP7VE30W6zIYyEbZo0,,
2746,8vp9iim,,
2747,iLpnFfZtgJ4YWeIf4Dc6B,,1025
2748,ER7z212QFUWOLogUlMRM,125,
2749,7JMsiU2z4HhKN9pwDoRPladCCqg,,1026
2750,eE577608sR1nfLnPXWLx2sHyuEZz,408,1027
2751,UC0AjOgvImAQZlq,165,
2752,aivXOi0XPZ,,
2753,6VesqTmdT7fn2bF6ZKEAjh,,
2754,B2hQCTFCC4L,,
2755,ETcNllAes79Do1ebQbluWxh,,
2756,DhbsvFfxT8,,1028
2757,yfZ8jhFQHO,291,1029
2758,xPR2PzaKNQ4c8Va7,,1030
2759,0Mfzfujnb0ATkJuuQlZ,,1031
2760,lvPZCOL3cVn878WCaLjbkm,131,1032
2761,zinV,,1033
2762,AKawJPIRO9ircrgD,172,1034
2763,QRd9t6,,
2764,ewu6oeDweL8OTWJj0,,
2765,Ntr4Ce7IFcRPL8OKCYCTqs,,
2766,gRN57H7VXduTLWq67FU,,
2767,zLLC5yHr8VnbUoGW,,
2768,Iw0afwzu3ZCaNChBWI7Alj,5,1035
2769,MDoeb3Ke5a0lkwOifTv5Iz,,
2770,xN9VwPZ4ODRPrJ7,,1036
2771,gc5t,,
2772,A236zOsWNeRZTn,,1037
2773,MGWC5sh9M6yJMpBJMEU2e,,
2774,LD2ZmgmHrtSdI,,
2775,dnkOx8vS,,
2776,FaohHpuTZmyQzHxkPGJrlzoS,,1038
2777,TyJX60tH3HqS,,
2778,MszXfV3H6aVGknae5xx2RSB2csHQx,,1039
2779,CYHwGA0jdItV,331,1040
2780,6tZTOkAufV,185,
2781,6Wj,328,
2782,xaeFYoGGb1ScfKEGUyTr,201,1041
2783,bAzcz7R8ZyZbyG5xhDP7VRM2Cip74,,
2784,L3YUqOnhJge5XN8yaXlS,,1042
2785,Uc038rtuNgesnHQA3hDRbN,357,
2786,lG,289,1043
2787,niFKNfz,,
2788,dgM1B,442,1044
2789,QMks,,
2790,AXJTntPqdeSbxS,384,1045
2791,r49FsxvCp,70,1046
2792,oDVaDEkHXPB9MrF2B0OXkyEdAqAID,,
2793,JFlvO2khAWlFiTboIPsEEmJ,,1047
2794,7epEZDh7cBuy8AhFVSddPhS7I,,
2795,xnLMGI2BHMF0OLO42xfS4en,,1048
2796,gu84D9OjjZU2AiZ,,
2797,fA1OkQaTktvKk0kpJIZRItwfuX,,
2798,loDhK5us9Ms7pTWZiknYFS,,
2799,rNj6VJ97ncMS,324,1049
2800,JTA09xQhehHltCEGJynQn,,
2801,iLBFNaOoQMIQHr3euNJ,,1050
2802,qozSzJebCsFwlfilhCua,,
2803,doamDocjXM2Zt8,389,1051
2804,h6XFmiY5AzU,,1052
2805,Y4OAMHNX8uM8H9zwjU,,
2806,s6KICp3MIn,202,1053
2807,Nhzz,,1054
2808,JcHCv00z,,1055
2809,EkuaFsxnCr9boY1dWfMq,,
2810,LdmfS0uascZEfCcu4roXnmp,,
2811,s8NL7GAVe0A6RjjUVvz,,1056
2812,81coauS1PT6mMXWUH94UCJGBE,,
2813,RZEg6RyfB759faK,,
2814,2cPx8qgwWtk81H6VDABrD8JCsRH,,
2815,l29GylLeefuqb4,,1057
2816,1LNLaxeQ9YpWjZf4npc8npqnkZn,354,1058
2817,q6KzVYzOWzecF2,177,1059
2818,FUyNqmz2ndA3hhCXrdmap4B,,
2819,C9GEk,,
2820,C6z1iIWYaD,,
2821,p8VBEmPT9sZAPn,,
2822,HlUlaMrZcVTawydzi0v,21,1060
2823,hTT,245,1061
2824,WVWvFN2p6tKSWoehFzS9p,107,1062
2825,D7Sy1R0ZmQzTYxiFR8jWH0,224,1063
2826,7xqj1TNGnclauc8GGEVshPSDB,,1064
2827,q8hxWbpMGe3tVRL2w,346,1065
2828,czNeEm5C6EtoqFXQlzG,320,
2829,l3LXE1,,1066
2830,8uk65ZmMwl9,,1067
2831,wL,,1068
2832,j50F,,
2833,Db7t,97,
2834,EYDCGbrO4BAmVe5H4Lnli1khGHcU,330,
2835,bTOH23ZpPSx8TXJc60Lz2,,
2836,62SUaei3iW2dsxk7,,
2837,OMl7X864rZl4vCfIlKub9FOO,,
2838,ITkIkKR,147,1069
2839,e9aYjbZmYREsomy,143,1070
2840,8bbt2a6kqM8OLSOrKbexNAKz,,1071
2841,tcbu8zhgS7OlXuRzT,37,1072
2842,eApt,,1073
2843,1KLPWakqYhHUAQe,,
2844,z6WiztNgY59Mnp478yi1Ag,,
2845,9xaJq0NX37Fy,,
2846,uW1bAswAjjkNAp9KMPQnj33hY,,
2847,lfBjdTrTBs8PmG3xh,121,
2848,LqTXJ6qwk9cFSNcEa6c1h75MutX,,1074
2849,wUqB8XAL41Y99DxUtGlMkDp0TBPw,,
2850,kNw9sTcTNxHloOheUA,,1075
2851,m4kMuCdlQqBrOrfLhrqa,,
2852,0y8V59ygUZ0VdFB0xtHofuvCanp7,,1076
2853,m7v35bFWxeQgeeq1uQw6,188,1077
2854,pn6cyl1HsB5hcSmLb8Jn48kRHN,,1078
2855,YY2N,423,
2856,qn27pnAuiSKMANGnTjkw4hl7fQsKX,49,1079
2857,jNTN3gcsr4uTFX,,1080
2858,3eExtI,112,
2859,dLvNjTjV3,,
2860,ZgZAsX5NGBcF0vE5TYmIJl6,500,1081
2861,SGikOLq2,,
2862,1LO6,,1082
2863,i0qNGKtYRyBOKnxlDMYq,,
2864,wkWoOqfIBJE,281,1083
2865,ollhkTRTYHa,27,1084
2866,zpce82,,
2867,6lZHHG,277,1085
2868,O6v8Etni,,
2869,M3,,1086
2870,maHkHrrgYRF9UxjSrMVfm,,
2871,I3dSlMx,,1087
2872,gFiJg6tjTIkzeu6vhCxtUKR2XC,,
2873,AMVn,,
2874,MAPkwAtvOm7fnu,,
2875,uL2O,,
2876,XhT4lHJSRfi42,148,
2877,ea5izW,153,1088
2878,cIWZ8,,
2879,HMJ5QFAXwH,,
2880,4ZXNOnpazFErdPuDDMarAs,,
2881,dUJlWQMWKfpyC84,,
2882,fjcpRu8qjARS0,,
2883,sPrgVhMD1emao7xNbRuHXroqr,,
2884,Xsj8X6wjsNy77cEWchzmec3BCv,,
2885,iTDbBeYqb2BmP9AQ7fZpmlqjbLU,,
2886,7vSyeFcwPJLU,380,
2887,8Mqmg3ZXi63jySJT,,
2888,bn,382,1089
2889,HajNBSRnKGvKSgJch3ZwQpo,,
2890,H01kMiwZtlMZ,,
2891,WTtUMWgR,,
2892,cimCUQW6oF8iAtc7iJ8a,,
2893,wONqmCY1PpSpE,,
2894,tgI8LvYYhzIAVFQPS,33,1090
